JX311792	NC;NC_OTU1;
KM116929	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2_OTU1;
GQ906644	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU1;
EU671347	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
GU208122	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JX491172	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU671358	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU672149	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KF754181	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
HQ401448	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU671780	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
GU208137	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KF898843	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC444873	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC735316	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU672120	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU671844	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KM116760	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC444897	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC311318	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU671110	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JN786995	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC444631	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JN903233	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KF053758	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JQ735259	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
HQ202383	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
HM164896	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JN408202	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KJ497046	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU671847	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU651186	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU671164	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU671753	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU672241	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
GU208161	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
HM346022	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
GU208124	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU671998	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC444985	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
FN691311	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU885668	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
GU208152	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU671818	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JQ249883	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KJ191128	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JX010803	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC137447	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
FN691366	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JF935576	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JQ955213	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KJ438461	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KJ497628	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC454051	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KJ497093	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU651208	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU672098	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC444599	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC444819	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC444708	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU590481	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KF754156	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JQ864924	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU672326	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC454049	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KF874410	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
HM775414	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KJ005050	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KJ907881	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JX491217	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KJ497636	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU885562	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC773920	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC444898	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
HM803702	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
HQ401443	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
GQ906646	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JX491224	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JF439065	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU671177	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC444709	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU672338	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JX488412	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
GU225879	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JX140492	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KF754198	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU671577	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
FJ940147	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KM116640	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU671379	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
GU208129	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC444862	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JQ345801	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KJ433511	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JX491222	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC735523	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC200004	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KJ497627	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU672093	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JX491218	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
HM346011	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
HM803726	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU197146	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JQ955193	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU590608	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KC444825	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
JQ955146	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
KJ191135	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU2;
EU885697	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU3;
JN787023	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU3;
EU885559	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU3;
JX537649	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU3;
JF439060	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU3;
EU671116	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671121	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671130	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671433	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671249	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671386	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671079	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU672336	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671475	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671192	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU672003	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671117	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444650	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU672211	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU672171	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
HQ267738	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ955185	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ955088	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU672235	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU672082	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671209	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ864957	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
FN691346	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671176	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444830	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444565	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671322	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444933	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444513	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU672101	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671979	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ955164	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
DQ534854	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC454048	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC445053	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671409	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC445036	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
AB645418	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ954983	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ955035	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ638741	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671892	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444806	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU672387	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671751	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671512	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ955187	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU672212	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671158	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444963	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
FN691331	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KF874403	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ955020	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444633	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444764	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444612	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC445025	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC445114	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671489	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU651130	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC445079	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ955043	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU672159	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444794	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444582	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671620	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671623	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444826	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671289	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671446	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC445004	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ955188	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671478	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444580	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671490	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
HQ401434	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671817	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ955094	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ955001	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU885699	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JF735057	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444553	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ955082	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671949	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU672037	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444828	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444504	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444996	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU672342	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JN903224	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671936	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ320518	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU672332	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
KC444979	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
JQ955169	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
EU671324	NS;NS-Delta;NS-Delta-2;NS-Delta-2.2;NS-Delta-2.2.1;NS-Delta-2.2.1_OTU4;
